iter	Passed	Remaining
221	1699	5955
222	1707	5947
223	1714	5939
224	1721	5930
225	1729	5921
226	1736	5912
227	1743	5904
228	1751	5896
229	1758	5888
230	1766	5880
231	1773	5871
232	1780	5862
233	1788	5854
234	1795	5845
235	1804	5841
236	1811	5832
237	1819	5824
238	1826	5815
239	1833	5807
240	1841	5798
241	1848	5789
242	1855	5781
243	1863	5772
244	1870	5764
245	1878	5756
246	1885	5749
247	1893	5740
248	1900	5732
249	1907	5723
250	1915	5715
251	1922	5706
252	1929	5698
253	1937	5689
254	1944	5681
255	1952	5673
256	1959	5664
257	1966	5656
258	1973	5647
259	1981	5639
260	1988	5630
261	1995	5621
262	2003	5613
263	2010	5605
264	2017	5596
265	2025	5588
266	2032	5579
267	2039	5571
268	2047	5563
269	2054	5554
270	2061	5546
271	2069	5538
272	2076	5530
273	2084	5521
274	2091	5513
275	2098	5505
276	2105	5496
277	2113	5487
278	2120	5479
279	2127	5471
280	2134	5462
281	2142	5454
282	2149	5446
283	2156	5437
284	2164	5429
285	2171	5421
286	2178	5413
287	2186	5406
288	2194	5398
289	2201	5389
290	2209	5382
291	2216	5374
292	2223	5366
293	2231	5358
294	2238	5349
295	2246	5341
296	2253	5333
297	2260	5325
298	2268	5317
299	2275	5309
300	2283	5301
301	2290	5293
302	2298	5286
303	2305	5278
304	2312	5270
305	2320	5262
306	2327	5254
307	2334	5245
308	2344	5242
309	2351	5234
310	2359	5226
311	2366	5218
312	2374	5211
313	2381	5202
314	2388	5195
315	2396	5186
316	2403	5178
317	2411	5170
318	2420	5167
319	2428	5159
320	2435	5152
321	2442	5143
322	2450	5135
323	2457	5127
324	2464	5119
325	2472	5111
326	2479	5103
327	2487	5095
328	2494	5087
329	2501	5079
330	2509	5071
331	2516	5063
332	2523	5054
333	2531	5047
334	2538	5038
335	2546	5031
336	2553	5023
337	2560	5015
338	2568	5007
339	2575	4999
340	2582	4991
341	2590	4983
342	2597	4975
343	2604	4966
344	2612	4959
345	2620	4952
346	2627	4944
347	2634	4936
348	2642	4928
349	2649	4920
350	2656	4912
351	2664	4904
352	2671	4896
353	2678	4888
354	2686	4880
355	2693	4872
356	2701	4864
357	2708	4857
358	2715	4849
359	2723	4841
360	2730	4833
361	2737	4825
362	2745	4817
363	2752	4809
364	2760	4802
365	2767	4793
366	2774	4785
367	2781	4777
368	2789	4770
369	2796	4762
370	2804	4754
371	2811	4746
372	2819	4738
373	2826	4731
374	2833	4722
375	2841	4715
376	2848	4707
377	2855	4699
378	2862	4690
379	2870	4683
380	2877	4675
381	2885	4667
382	2892	4659
383	2899	4651
384	2906	4643
385	2914	4635
386	2921	4627
387	2928	4619
388	2936	4612
389	2944	4605
390	2951	4597
391	2959	4590
392	2966	4582
393	2974	4574
394	2981	4566
395	2988	4558
396	2996	4551
397	3003	4543
398	3010	4535
399	3018	4527
400	3025	4519
401	3033	4511
402	3040	4504
403	3047	4496
404	3055	4488
405	3062	4481
406	3070	4473
407	3077	4465
408	3084	4457
409	3092	4449
410	3099	4441
411	3106	4434
412	3114	4426
413	3121	4418
414	3128	4410
415	3136	4402
416	3143	4394
417	3150	4386
418	3157	4378
419	3165	4371
420	3172	4363
421	3179	4355
422	3187	4347
423	3194	4340
424	3202	4332
425	3209	4324
426	3216	4316
427	3224	4308
428	3231	4300
429	3238	4293
430	3246	4285
431	3253	4277
432	3260	4270
433	3268	4262
434	3275	4254
435	3282	4246
436	3290	4239
437	3297	4231
438	3305	4223
439	3314	4218
440	3321	4210
441	3329	4202
442	3336	4194
443	3343	4187
444	3351	4179
445	3359	4172
446	3366	4165
447	3374	4157
448	3381	4150
449	3389	4142
450	3396	4134
451	3403	4126
452	3411	4119
453	3419	4111
454	3426	4104
455	3433	4096
456	3440	4088
457	3448	4080
458	3455	4073
459	3462	4065
460	3470	4057
461	3477	4049
462	3485	4042
463	3492	4034
464	3499	4026
465	3507	4018
466	3514	4011
467	3522	4003
468	3529	3995
469	3536	3988
470	3544	3981
471	3552	3973
472	3559	3965
473	3566	3958
474	3574	3950
475	3581	3942
476	3588	3934
477	3595	3926
478	3603	3919
479	3610	3911
480	3617	3903
481	3625	3895
482	3632	3888
483	3640	3880
484	3647	3872
485	3654	3865
486	3662	3857
487	3669	3849
488	3676	3842
489	3684	3834
490	3691	3826
491	3698	3819
492	3705	3811
493	3713	3803
494	3720	3795
495	3727	3788
496	3735	3780
497	3742	3772
498	3749	3764
499	3756	3756
500	3764	3749
501	3771	3741
502	3779	3734
503	3786	3726
504	3795	3720
505	3802	3712
506	3809	3704
507	3816	3696
508	3824	3688
509	3831	3680
510	3838	3673
511	3845	3665
512	3853	3657
513	3860	3650
514	3867	3642
515	3874	3634
516	3882	3627
517	3889	3619
518	3897	3612
519	3904	3604
520	3912	3596
521	3919	3588
522	3926	3581
523	3933	3573
524	3941	3565
525	3948	3558
526	3955	3550
527	3963	3542
528	3970	3535
529	3977	3527
530	3984	3519
531	3992	3511
532	3999	3504
533	4006	3496
534	4013	3488
535	4021	3480
536	4027	3472
537	4035	3465
538	4042	3457
539	4050	3450
540	4057	3442
541	4064	3434
542	4071	3427
543	4079	3419
544	4086	3411
545	4093	3404
546	4101	3396
547	4108	3388
548	4116	3381
549	4123	3373
550	4130	3365
551	4137	3358
552	4145	3350
553	4152	3343
554	4160	3335
555	4167	3327
556	4174	3320
557	4181	3312
558	4189	3304
559	4196	3296
560	4203	3289
561	4210	3281
562	4217	3273
563	4225	3266
564	4232	3258
565	4239	3251
566	4247	3243
567	4254	3236
568	4262	3228
569	4269	3220
570	4276	3213
571	4285	3206
572	4292	3198
573	4300	3191
574	4307	3183
575	4314	3176
576	4322	3168
577	4330	3161
578	4337	3153
579	4344	3146
580	4352	3138
581	4361	3132
582	4368	3124
583	4376	3117
584	4383	3109
585	4391	3102
586	4398	3094
587	4405	3087
588	4412	3079
589	4420	3071
590	4427	3064
591	4434	3056
592	4442	3048
593	4449	3041
594	4457	3033
595	4464	3026
596	4471	3018
597	4479	3011
598	4486	3003
599	4494	2996
600	4501	2988
601	4508	2980
602	4516	2973
603	4523	2965
604	4530	2958
605	4538	2950
606	4545	2942
607	4552	2935
608	4560	2928
609	4567	2920
610	4575	2912
611	4582	2905
612	4589	2897
613	4597	2890
614	4604	2882
615	4611	2874
616	4619	2867
617	4626	2859
618	4634	2852
619	4641	2844
620	4649	2837
621	4656	2829
622	4663	2822
623	4671	2814
624	4678	2807
625	4685	2799
626	4693	2791
627	4700	2784
628	4708	2776
629	4715	2769
630	4722	2761
631	4729	2754
632	4737	2746
633	4744	2738
634	4751	2731
635	4758	2723
636	4766	2716
637	4773	2708
638	4780	2700
639	4788	2693
640	4795	2685
641	4802	2678
642	4810	2670
643	4817	2663
644	4825	2655
645	4832	2648
646	4839	2640
647	4847	2633
648	4854	2625
649	4862	2618
650	4869	2610
651	4877	2603
652	4884	2595
653	4892	2588
654	4899	2580
655	4906	2573
656	4913	2565
657	4921	2557
658	4928	2550
659	4936	2542
660	4943	2535
661	4950	2527
662	4958	2520
663	4965	2512
664	4972	2505
665	4979	2497
666	4987	2489
667	4994	2482
668	5001	2474
669	5009	2467
670	5017	2460
671	5024	2452
672	5031	2444
673	5039	2437
674	5046	2429
675	5053	2422
676	5061	2415
677	5069	2407
678	5076	2400
679	5083	2392
680	5091	2385
681	5098	2377
682	5105	2369
683	5113	2362
684	5120	2354
685	5128	2347
686	5135	2339
687	5142	2332
688	5150	2324
689	5157	2317
690	5164	2309
691	5172	2302
692	5179	2294
693	5187	2287
694	5194	2279
695	5201	2272
696	5209	2264
697	5216	2257
698	5223	2249
699	5231	2241
700	5238	2234
701	5245	2226
702	5254	2220
703	5262	2212
704	5269	2205
705	5277	2197
706	5285	2190
707	5292	2182
708	5300	2175
709	5308	2168
710	5315	2160
711	5322	2153
712	5330	2145
713	5337	2137
714	5345	2130
715	5353	2123
716	5360	2115
717	5367	2108
718	5375	2100
719	5382	2093
720	5389	2085
721	5397	2078
722	5404	2070
723	5411	2063
724	5419	2055
725	5426	2047
726	5433	2040
727	5441	2032
728	5448	2025
729	5456	2018
730	5464	2010
731	5471	2003
732	5479	1995
733	5486	1988
734	5493	1980
735	5501	1973
736	5508	1965
737	5515	1958
738	5523	1950
739	5531	1943
740	5538	1936
741	5546	1928
742	5553	1920
743	5560	1913
744	5568	1905
745	5575	1898
746	5583	1890
747	5590	1883
748	5597	1875
749	5605	1868
750	5612	1860
751	5620	1853
752	5627	1845
753	5634	1838
754	5642	1830
755	5649	1823
756	5657	1815
757	5664	1808
758	5671	1800
759	5678	1793
760	5686	1785
761	5693	1778
762	5701	1770
763	5708	1763
764	5716	1755
765	5723	1748
766	5731	1741
767	5738	1733
768	5745	1725
769	5753	1718
770	5760	1710
771	5768	1703
772	5776	1696
773	5783	1688
774	5790	1681
775	5798	1673
776	5805	1666
777	5812	1658
778	5820	1651
779	5827	1643
780	5835	1636
781	5842	1628
782	5849	1621
783	5857	1613
784	5864	1606
785	5872	1598
786	5879	1591
787	5887	1584
788	5895	1576
789	5902	1568
790	5909	1561
791	5916	1553
792	5924	1546
793	5931	1539
794	5939	1531
795	5946	1524
796	5954	1516
797	5962	1509
798	5969	1501
799	5976	1494
800	5984	1486
801	5991	1479
802	5998	1471
803	6006	1464
804	6013	1456
805	6021	1449
806	6028	1441
807	6035	1434
808	6042	1426
809	6050	1419
810	6057	1411
811	6065	1404
812	6072	1396
813	6079	1389
814	6087	1381
815	6094	1374
816	6102	1366
817	6109	1359
818	6117	1351
819	6124	1344
820	6131	1336
821	6139	1329
822	6147	1322
823	6154	1314
824	6162	1307
825	6169	1299
826	6176	1292
827	6184	1284
828	6191	1277
829	6198	1269
830	6206	1262
831	6213	1254
832	6224	1247
833	6231	1240
834	6239	1232
835	6246	1225
836	6253	1217
837	6260	1210
838	6268	1202
839	6275	1195
840	6283	1187
841	6290	1180
842	6298	1172
843	6306	1165
844	6314	1158
845	6321	1150
846	6329	1143
847	6336	1135
848	6343	1128
849	6351	1120
850	6358	1113
851	6366	1105
852	6373	1098
853	6381	1090
854	6388	1083
855	6396	1076
856	6403	1068
857	6411	1061
858	6418	1053
859	6425	1046
860	6433	1038
861	6440	1031
862	6447	1023
863	6455	1016
864	6462	1008
865	6469	1001
866	6477	993
867	6484	986
868	6491	978
869	6499	971
870	6506	963
871	6513	956
872	6521	948
873	6528	941
874	6535	933
875	6543	926
876	6550	918
877	6558	911
878	6565	903
879	6572	896
880	6580	888
881	6587	881
882	6594	873
883	6602	866
884	6610	858
885	6618	851
886	6625	844
887	6632	836
888	6640	829
889	6647	821
890	6654	814
891	6662	806
892	6669	799
893	6676	791
894	6684	784
895	6691	776
896	6698	769
897	6706	761
898	6713	754
899	6720	746
900	6728	739
901	6735	731
902	6742	724
903	6750	716
904	6757	709
905	6764	701
906	6772	694
907	6779	686
908	6787	679
909	6794	671
910	6801	664
911	6809	657
912	6816	649
913	6823	642
914	6830	634
915	6838	627
916	6845	619
917	6853	612
918	6860	604
919	6868	597
920	6875	589
921	6882	582
922	6890	574
923	6897	567
924	6905	559
925	6912	552
926	6919	544
927	6926	537
928	6934	529
929	6941	522
930	6949	515
931	6956	507
932	6963	500
933	6971	492
934	6978	485
935	6985	477
936	6993	470
937	7000	462
938	7008	455
939	7016	447
940	7023	440
941	7030	432
942	7037	425
943	7045	417
944	7052	410
945	7059	402
946	7067	395
947	7074	388
948	7082	380
949	7089	373
950	7097	365
951	7104	358
952	7111	350
953	7119	343
954	7126	335
955	7134	328
956	7141	320
957	7148	313
958	7156	305
959	7163	298
960	7171	291
961	7178	283
962	7185	276
963	7195	268
964	7203	261
965	7210	253
966	7218	246
967	7225	238
968	7232	231
969	7240	223
970	7248	216
971	7255	209
972	7263	201
973	7270	194
974	7277	186
975	7285	179
976	7292	171
977	7300	164
978	7307	156
979	7314	149
980	7322	141
981	7329	134
982	7336	126
983	7344	119
984	7351	111
985	7358	104
986	7366	97
987	7374	89
988	7381	82
989	7388	74
990	7396	67
991	7403	59
992	7410	52
993	7418	44
994	7425	37
995	7432	29
996	7439	22
997	7447	14
998	7454	7
999	7461	0
