iter	Logloss
327	0.1072659972
328	0.1071396762
329	0.1069477141
330	0.106781079
331	0.1066938605
332	0.1065333978
333	0.1063914315
334	0.1062479926
335	0.1061145905
336	0.1058911814
337	0.1057437215
338	0.1055940266
339	0.1054318302
340	0.1050558541
341	0.1048660644
342	0.1047548141
343	0.1045525125
344	0.1044330218
345	0.104157831
346	0.104052795
347	0.1038830579
348	0.1037907741
349	0.103676777
350	0.1035286174
351	0.1032562778
352	0.1031726208
353	0.1029534624
354	0.1027923835
355	0.1026136332
356	0.1024947796
357	0.1024340891
358	0.1022719031
359	0.1021091636
360	0.1019130866
361	0.1018099827
362	0.1016450395
363	0.1014108939
364	0.1012904946
365	0.1011571133
366	0.1008905702
367	0.100650273
368	0.1005339991
369	0.1003230393
370	0.1000282449
371	0.09989807004
372	0.09973637491
373	0.09957234032
374	0.09935487386
375	0.0991437365
376	0.09896793144
377	0.09876716504
378	0.09862464524
379	0.09849511786
380	0.09829409036
381	0.09817937267
382	0.09798207371
383	0.0978469692
384	0.09774082609
385	0.09758289084
386	0.09737762305
387	0.09718528502
388	0.09702031046
389	0.09691538931
390	0.09679887525
391	0.0966939541
392	0.09661562356
393	0.09648047727
394	0.0962654025
395	0.09618070108
396	0.09600364273
397	0.09589161961
398	0.09579823916
399	0.09569500996
400	0.09543888998
401	0.09535587005
402	0.09528461015
403	0.09515215843
404	0.09501692859
405	0.09463569907
406	0.09452535745
407	0.09440549084
408	0.09425925295
409	0.09415934495
410	0.09403512316
411	0.09394595168
412	0.09389542326
413	0.09375048043
414	0.09367118903
415	0.09352659086
416	0.09342569068
417	0.09329768813
418	0.09306633105
419	0.09291317918
420	0.09287750223
421	0.09285825381
422	0.09275772962
423	0.092662793
424	0.09255337046
425	0.09240913783
426	0.09227623701
427	0.09212937247
428	0.091999302
429	0.09187810899
430	0.09179672878
431	0.09166866357
432	0.0916078373
433	0.09137689798
434	0.09126000793
435	0.09113395842
436	0.09105305864
437	0.0909186121
438	0.09083122656
439	0.09080019722
440	0.09071934966
441	0.09063252809
442	0.09055148209
443	0.09038543179
444	0.09016902018
445	0.0900986898
446	0.09003222372
447	0.08992859764
448	0.08974148165
449	0.08969367913
450	0.08952656354
451	0.08936814785
452	0.08926717457
453	0.08915391905
454	0.08900791092
455	0.08892385703
456	0.08876137861
457	0.088700521
458	0.08865900581
459	0.08857566212
460	0.08847701786
461	0.08830082637
462	0.0881207079
463	0.08796322174
464	0.0878916903
465	0.08786622765
466	0.08784058745
467	0.08771226114
468	0.08757966842
469	0.08749345261
470	0.08744044895
471	0.08723889925
472	0.08709215481
473	0.08689360256
474	0.08685001423
475	0.08676733896
476	0.08660225996
477	0.0865302533
478	0.0864455571
479	0.08631735612
480	0.08630499034
481	0.08619400641
482	0.08605035864
483	0.08593043981
484	0.08589407355
485	0.08581811904
486	0.08580429631
487	0.08554797789
488	0.08548799759
489	0.08546146965
490	0.08539527512
491	0.08530767024
492	0.08520960041
493	0.08496789325
494	0.08492344328
495	0.08487253888
496	0.08484519107
497	0.08476913212
498	0.08474725701
499	0.08468842033
500	0.08460547351
501	0.08456718554
502	0.08448695941
503	0.08436441911
504	0.08425774858
505	0.08415890066
506	0.08405329543
507	0.08402738369
508	0.08399651101
509	0.08391931888
510	0.08390014356
511	0.0837792952
512	0.08358533312
513	0.08349937841
514	0.0834480928
515	0.08341588328
516	0.08330337974
517	0.08319909046
518	0.08295978544
519	0.08294755543
520	0.08287620153
521	0.08277404284
522	0.08276328544
523	0.082707347
524	0.08266775874
525	0.08259271286
526	0.08255134389
527	0.08242790541
528	0.08232995568
529	0.08222995369
530	0.08217296039
531	0.08204046689
532	0.08193421935
533	0.08186672454
534	0.08183187267
535	0.0818228751
536	0.08181140751
537	0.08169702403
538	0.08155455645
539	0.0814917458
540	0.08140651173
541	0.08120536413
542	0.08117983359
543	0.08116288809
544	0.0810445933
545	0.0808647725
546	0.08068695173
547	0.08057456307
548	0.08056376912
549	0.0804723626
550	0.08039539502
551	0.08036828221
552	0.08035581198
553	0.08019238315
554	0.08017809043
555	0.08016369328
556	0.08010894546
557	0.07995600247
558	0.07979769645
559	0.07972999275
560	0.07954078794
561	0.0794003674
562	0.07938355766
563	0.07927865218
564	0.07926388427
565	0.0792382284
566	0.0791200694
567	0.0790079314
568	0.07896818126
569	0.0788717407
570	0.07875134144
571	0.07868377874
572	0.07865224808
573	0.0785213212
574	0.07845923119
575	0.07834459706
576	0.0783310772
577	0.07830997496
578	0.07826992194
579	0.07805180794
580	0.0779177165
581	0.07790858839
582	0.07789846286
583	0.07783257643
584	0.07770826586
585	0.07755081104
586	0.07743827094
587	0.07733725588
588	0.07732416423
589	0.07726777147
590	0.07713705346
591	0.07701155227
592	0.07693246454
593	0.07681173107
594	0.07664659984
595	0.07656267128
596	0.0765241901
597	0.07647971402
598	0.07636469346
599	0.07625660776
600	0.07609667246
601	0.07597845079
602	0.07587009354
603	0.07574752191
604	0.07571931248
605	0.07560179056
606	0.07553173694
607	0.07551702647
608	0.07541913941
609	0.07531013985
610	0.07525754872
611	0.07517463846
612	0.0750885532
613	0.07498020639
614	0.07483231311
615	0.07478708506
616	0.07470918273
617	0.07463041354
618	0.07455593686
619	0.07447064013
620	0.07439842459
621	0.07432460067
622	0.07425818682
623	0.07421003964
624	0.07416142249
625	0.07397494881
626	0.07391269692
627	0.07383054385
628	0.07372471407
629	0.07363402819
630	0.07355579165
631	0.0734546147
632	0.07327749369
633	0.07317134014
634	0.07314432132
635	0.07304043936
636	0.07290275516
637	0.07282810094
638	0.07280617361
639	0.07270265197
640	0.07263311011
641	0.07260964751
642	0.07259702585
643	0.0725842893
644	0.0724916556
645	0.07242179521
646	0.07232244075
647	0.07220868392
648	0.07216889201
649	0.07214613437
650	0.07203680583
651	0.0720260171
652	0.07190655781
653	0.07188460437
654	0.07178315065
655	0.0717169979
656	0.0716197897
657	0.07158870292
658	0.07151718714
659	0.07150667518
660	0.07146399548
661	0.07144707086
662	0.07137487622
663	0.07127719803
664	0.07118210476
665	0.07113848509
666	0.07100566261
667	0.07090743611
668	0.07089725836
669	0.07080058281
670	0.07073708286
671	0.0706294828
672	0.07058885536
673	0.07054469261
674	0.07046837255
675	0.07033207219
676	0.07027066627
677	0.07017895165
678	0.07013448602
679	0.07012510202
680	0.07006635411
681	0.07004595684
682	0.07000249384
683	0.06983278811
684	0.06981298615
685	0.06977084954
686	0.06971745945
687	0.06969034664
688	0.06963541604
689	0.0695677959
690	0.06941815323
691	0.06940833058
692	0.06938905605
693	0.06938012637
694	0.06931973352
695	0.06923105813
696	0.06910705566
697	0.06901707476
698	0.06898122549
699	0.06890472266
700	0.06875162301
701	0.06865485868
702	0.06864553213
703	0.0685966852
704	0.06859032476
705	0.06850910121
706	0.06842138145
707	0.06833317082
708	0.06831061163
709	0.0682258371
710	0.06818489633
711	0.06813362639
712	0.06812349564
713	0.06803964018
714	0.06801739431
715	0.06793672952
716	0.06778193271
717	0.06770558654
718	0.06768739297
719	0.0676781813
720	0.06764234769
721	0.06752099802
722	0.06749194261
723	0.06741137704
724	0.06740273979
725	0.06724607871
726	0.06719621871
727	0.06717534101
728	0.0670671822
729	0.06704429402
730	0.0669615613
731	0.06695324782
732	0.0668363421
733	0.06670257965
734	0.06656814878
735	0.0665348113
736	0.06648000604
737	0.06644762419
738	0.06643925849
739	0.06643357169
740	0.06641690295
741	0.06627935453
742	0.06625271692
743	0.06619158255
744	0.06613904364
745	0.06605589316
746	0.06597680021
747	0.06590097625
748	0.06589292909
749	0.06580519366
750	0.06579665041
751	0.0657308632
752	0.06568095098
753	0.06567344692
754	0.06562300205
755	0.06551806524
756	0.06546935931
757	0.06538071002
758	0.0652896325
759	0.06521326544
760	0.06518001152
761	0.06508103305
762	0.0650681294
763	0.06506089688
764	0.06502407108
765	0.0649416778
766	0.06493661242
767	0.06486387468
768	0.06483178005
769	0.06476059848
770	0.06469620555
771	0.06467913472
772	0.06466674805
773	0.0646128723
774	0.06458662113
775	0.06451816024
776	0.06443778266
777	0.06432594231
778	0.06429615582
779	0.06426391497
780	0.06422421183
781	0.06421706286
782	0.06415048191
783	0.06407137328
784	0.06405864196
785	0.06401998323
786	0.064001398
787	0.0639215844
788	0.06383114919
789	0.06381758756
790	0.06378015078
791	0.06370348085
792	0.06365735983
793	0.06358715478
794	0.06354345678
795	0.06350122095
796	0.06341754827
797	0.06334244495
798	0.06323627052
799	0.06322943487
800	0.06315146987
801	0.06306288848
802	0.06304513878
803	0.06303711773
804	0.06293350209
805	0.06288113029
806	0.06287264449
807	0.06286626316
808	0.06274820337
809	0.06271514788
810	0.06264450418
811	0.06261532344
812	0.06256093072
813	0.06255066419
814	0.06254379199
815	0.06252646006
816	0.06249863705
817	0.06247181145
818	0.06241754927
819	0.06235241482
820	0.06232257611
821	0.06228805323
822	0.06216140319
823	0.06213289087
824	0.06205944294
825	0.06197548304
826	0.06196605727
827	0.06191719468
828	0.06188812883
829	0.06185013851
830	0.06175913931
831	0.06171261097
832	0.06166312696
833	0.06165705896
834	0.06159254592
835	0.06153839341
836	0.06152160979
837	0.06150916568
838	0.06148655426
839	0.06144010425
840	0.06143385347
841	0.06138557575
842	0.06131117218
843	0.06119809944
844	0.06111414477
845	0.06097989667
846	0.06091978059
847	0.06087960224
848	0.06087048457
849	0.06084666164
850	0.06081685426
851	0.06073621558
852	0.06067798466
853	0.06064668377
854	0.06057117836
855	0.06053751189
856	0.06052292674
857	0.06047506156
858	0.06043879974
859	0.06037802569
860	0.06025277516
861	0.06022859191
862	0.06016506062
863	0.06010197842
864	0.06007028067
865	0.05996572506
866	0.0599031964
867	0.05985792657
868	0.0597825256
869	0.05968894149
870	0.05960680409
871	0.05952304263
872	0.05950678643
873	0.05940654423
874	0.0593859903
875	0.05932848001
876	0.05927399851
877	0.05925734544
878	0.05918423694
879	0.05911532695
880	0.059033012
881	0.05900406103
882	0.05895874943
883	0.05889046608
884	0.05880968119
885	0.05869979388
886	0.05865467549
887	0.05861082084
888	0.0585135813
889	0.0584232453
890	0.05837894677
891	0.05836892046
892	0.05834515498
893	0.05828880399
894	0.05823362273
895	0.05818383062
896	0.05815198142
897	0.0581143671
898	0.05809898298
899	0.05800327351
900	0.05799305398
901	0.05793564814
902	0.05786758412
903	0.05781007384
904	0.05775582211
905	0.05772323138
906	0.05770704307
907	0.05766497957
908	0.05762874909
909	0.05756631965
910	0.05756135871
911	0.05751186426
912	0.05741276046
913	0.05733044551
914	0.05731465407
915	0.05730529096
916	0.0572364123
917	0.05720962326
918	0.05718380029
919	0.05717776362
920	0.0571250785
921	0.05705379248
922	0.05702822017
923	0.05697863694
924	0.05696184288
925	0.05688323035
926	0.05683787174
927	0.05672684081
928	0.05669187406
929	0.05665587334
930	0.05662487534
931	0.05659243605
932	0.0565006431
933	0.05644148788
934	0.05641110608
935	0.0563237623
936	0.05628498346
937	0.0562701111
938	0.05619426103
939	0.05616780098
940	0.05607601847
941	0.05602224195
942	0.05599638242
943	0.05597411566
944	0.05591639128
945	0.05590181658
946	0.05588118953
947	0.05585287043
948	0.05584193549
949	0.0558261545
950	0.05577759478
951	0.05571441859
952	0.05566272566
953	0.05561589444
954	0.05553040971
955	0.05545561449
956	0.0554105901
957	0.05540619314
958	0.05534020227
959	0.0552594696
960	0.05525417445
961	0.05520258074
962	0.05510385293
963	0.05507238494
964	0.05500010152
965	0.05489059542
966	0.05484768595
967	0.05480779482
968	0.05480352319
969	0.05477896918
970	0.05474611735
971	0.05465829837
972	0.05459607259
973	0.05447278555
974	0.0544582004
975	0.05439469
976	0.05439041837
977	0.05435380146
978	0.05430064113
979	0.05422901569
980	0.05416629904
981	0.05413547336
982	0.05410007318
983	0.05402952347
984	0.05393055544
985	0.0539168006
986	0.05385562967
987	0.05377735135
988	0.05376918409
989	0.05372685427
990	0.05367163646
991	0.05362318641
992	0.05353598885
993	0.05348818633
994	0.0534405457
995	0.05339415313
996	0.0533257288
997	0.05325652638
998	0.05323130394
999	0.05315389248
