iter	Logloss
0	0.6083158251
1	0.5156325512
2	0.444741651
3	0.37834237
4	0.3246942409
5	0.278512751
6	0.2417625961
7	0.2106225109
8	0.1841758957
9	0.1644780553
10	0.1486132282
11	0.1339422405
12	0.1198745169
13	0.110101839
14	0.09949842876
15	0.09047061073
16	0.08097329764
17	0.0731751535
18	0.06631935181
19	0.06058293123
20	0.05567430563
21	0.0511074668
22	0.0476555102
23	0.0437346142
24	0.04159997693
25	0.0391776697
26	0.03668759114
27	0.03453402114
28	0.03280140399
29	0.03180119893
30	0.0305000094
31	0.02963127902
32	0.02953320239
33	0.02943463843
34	0.02934202018
35	0.02822241504
36	0.02725080115
37	0.02716532642
38	0.02708265967
39	0.02700544712
40	0.02693766745
41	0.02686683381
42	0.02679939572
43	0.02673340915
44	0.02667026698
45	0.02661128732
46	0.02655426173
47	0.02649492835
48	0.02643793616
49	0.0256113266
50	0.02555907056
51	0.02550870365
52	0.02546374554
53	0.02541937434
54	0.02537594954
55	0.02533021029
56	0.02528794287
57	0.02524439214
58	0.02519458675
59	0.02492867858
60	0.02487964275
61	0.02415030513
62	0.02410917055
63	0.02406780194
64	0.02403359688
65	0.02398563241
66	0.02394507097
67	0.02391051014
68	0.02386424052
69	0.02382561265
70	0.02379292587
71	0.02376379678
72	0.02372401393
73	0.02369353115
74	0.02366318917
75	0.02363361026
76	0.02360204086
77	0.02356817607
78	0.02354115439
79	0.02350694647
80	0.02348028522
81	0.02345584834
82	0.02343051717
83	0.02340007827
84	0.0233753396
85	0.02335071017
86	0.02332575901
87	0.02330148305
88	0.02327538484
89	0.02324981966
90	0.02322497982
91	0.02320072826
92	0.02317416871
93	0.02315028694
94	0.02312672946
95	0.02308666009
96	0.02305521919
97	0.02303151193
98	0.02299558888
99	0.02297080367
100	0.0229472355
101	0.02292197229
102	0.02289883602
103	0.02287393413
104	0.02284506203
105	0.02282133941
106	0.02279379119
107	0.02276258598
108	0.02273459081
109	0.02270938978
110	0.02268696273
111	0.02266189199
112	0.02263793722
113	0.02261347008
114	0.02258463914
115	0.02256012246
116	0.02253590024
117	0.0225120463
118	0.02248723507
119	0.02245632292
120	0.02243326833
121	0.02241210378
122	0.02238922065
123	0.02236536444
124	0.02234198962
125	0.02231766554
126	0.02229413854
127	0.02227168017
128	0.02224367143
129	0.02222007231
130	0.02219810576
131	0.02217473889
132	0.02215124948
133	0.02212768293
134	0.02210547594
135	0.02208276029
136	0.02205978647
137	0.02203626734
138	0.02201163229
139	0.02198599802
140	0.02196202364
141	0.02193944895
142	0.02153113335
143	0.02149847066
144	0.02147099746
145	0.02144781217
146	0.02142446807
147	0.02139718851
148	0.02137695749
149	0.02135134901
150	0.02132168139
151	0.02129680329
152	0.02127382483
153	0.02125366972
154	0.02122929035
155	0.02120742865
156	0.02118427645
157	0.02116179413
158	0.02114125243
159	0.02111753214
160	0.02109590087
161	0.02107499893
162	0.02105166128
163	0.02102827978
164	0.02100584583
165	0.02098456117
166	0.02096270854
167	0.02094161485
168	0.02091555143
169	0.02089478797
170	0.02087330651
171	0.02085337571
172	0.02083219766
173	0.02081190406
174	0.02078886009
175	0.0207688783
176	0.02075066242
177	0.02072951916
178	0.02070898341
179	0.02068743831
180	0.02066761653
181	0.02064602379
182	0.02062588993
183	0.02060610893
184	0.02043800224
185	0.02041671798
186	0.02039671728
187	0.02037485717
188	0.02035470544
189	0.0203351451
190	0.02031319091
191	0.02029249886
192	0.02026914046
193	0.02024913663
194	0.02022910047
195	0.02020876975
196	0.0201885094
197	0.02016891727
198	0.02014907035
199	0.02012995403
200	0.02010666379
201	0.02008768453
202	0.02006436109
203	0.02004373128
204	0.02002415621
205	0.01987626557
206	0.01985627159
207	0.01983481565
208	0.01981503839
209	0.0197942642
210	0.0197740943
211	0.01975603817
212	0.01973569186
213	0.01971430503
214	0.01969611182
215	0.01967788255
216	0.01965235251
217	0.01963263816
218	0.01961269657
219	0.01959400854
220	0.01957475607
221	0.01955607124
222	0.01953764704
223	0.01951857396
224	0.01949899027
225	0.01947983436
226	0.01901687282
227	0.01899877905
228	0.01897519584
229	0.01895758062
230	0.01893916423
231	0.01891338717
232	0.01862070789
233	0.01860189752
234	0.01858130242
235	0.01856180377
236	0.0185424525
237	0.01852317128
238	0.01850601954
239	0.01848694458
240	0.0184682017
241	0.01845056549
242	0.01843191138
243	0.01841242558
244	0.01839529507
245	0.01837686407
246	0.01835894369
247	0.0183405179
248	0.01832243023
249	0.01830440416
250	0.01828717903
251	0.0182693825
252	0.018252285
253	0.01822914827
254	0.01821282399
255	0.01818627313
256	0.01816899331
257	0.01813828538
258	0.0181209325
259	0.01810414656
260	0.01807916719
261	0.01742452505
262	0.01740735163
263	0.01738997327
264	0.01737247072
265	0.01735567301
266	0.01733812603
267	0.01731453073
268	0.01729785575
269	0.01728061073
270	0.01726421543
271	0.01724673553
272	0.01722456732
273	0.0172078636
274	0.01719040193
275	0.0171739785
276	0.01715742206
277	0.01714145462
278	0.01712562026
279	0.01710908675
280	0.01709301763
281	0.01707695399
282	0.01706082567
283	0.01703524865
284	0.01701756992
285	0.01700188415
286	0.01698640659
287	0.01697067369
288	0.01695380973
289	0.01693827871
290	0.01692297543
291	0.01690730798
292	0.01689034703
293	0.01687498005
294	0.01685977881
