iter	Passed	Remaining
138	2662	16492
139	2689	16519
140	2716	16549
141	2744	16581
142	2772	16618
143	2800	16644
144	2816	16609
145	2832	16567
146	2848	16526
147	2863	16484
148	2878	16443
149	2895	16406
150	2911	16369
151	2928	16335
152	2943	16296
153	2960	16261
154	2978	16236
155	2995	16204
156	3011	16168
157	3027	16133
158	3043	16097
159	3060	16066
160	3075	16028
161	3091	15991
162	3107	15955
163	3124	15928
164	3141	15898
165	3157	15864
166	3173	15831
167	3190	15802
168	3206	15766
169	3221	15730
170	3237	15695
171	3254	15665
172	3269	15630
173	3285	15598
174	3309	15602
175	3331	15597
176	3347	15565
177	3365	15541
178	3385	15526
179	3414	15553
180	3442	15575
181	3470	15598
182	3498	15620
183	3528	15649
184	3555	15662
185	3584	15686
186	3612	15705
187	3640	15723
188	3669	15745
189	3697	15762
190	3716	15741
191	3733	15710
192	3750	15681
193	3766	15647
194	3781	15611
195	3797	15577
196	3813	15542
197	3829	15509
198	3844	15476
199	3860	15440
200	3875	15405
201	3891	15373
202	3906	15338
203	3922	15306
204	3938	15274
205	3957	15252
206	3976	15234
207	3993	15204
208	4010	15179
209	4027	15151
210	4047	15133
211	4063	15102
212	4078	15069
213	4094	15038
214	4110	15006
215	4126	14977
216	4142	14947
217	4158	14916
218	4174	14886
219	4190	14856
220	4206	14826
221	4221	14795
222	4238	14766
223	4254	14738
224	4269	14707
225	4286	14680
226	4304	14658
227	4325	14647
228	4349	14645
229	4369	14627
230	4398	14642
231	4428	14659
232	4456	14671
233	4483	14675
234	4511	14687
235	4533	14676
236	4549	14646
237	4564	14615
238	4580	14585
239	4597	14557
240	4613	14528
241	4628	14498
242	4644	14469
243	4660	14440
244	4675	14409
245	4692	14383
246	4728	14415
247	4747	14396
248	4764	14368
249	4779	14339
250	4797	14316
251	4814	14291
252	4830	14262
253	4847	14236
254	4864	14213
255	4881	14185
256	4897	14158
257	4913	14130
258	4929	14103
259	4946	14079
260	4963	14053
261	4979	14026
262	4996	14000
263	5012	13973
264	5027	13945
265	5044	13919
266	5060	13893
267	5076	13866
268	5093	13841
269	5109	13813
270	5126	13791
271	5142	13764
272	5159	13738
273	5175	13712
274	5194	13693
275	5210	13667
276	5226	13640
277	5240	13611
278	5256	13585
279	5272	13557
280	5288	13532
281	5304	13505
282	5320	13479
283	5336	13453
284	5368	13467
285	5408	13501
286	5435	13502
287	5461	13502
288	5492	13512
289	5521	13518
290	5548	13519
291	5578	13526
292	5605	13526
293	5633	13529
294	5660	13528
295	5689	13531
296	5717	13532
297	5745	13534
298	5778	13547
299	5808	13552
300	5836	13553
301	5864	13554
302	5890	13550
303	5916	13546
304	5948	13554
305	5978	13558
306	6006	13559
307	6034	13557
308	6060	13553
309	6088	13552
310	6116	13550
311	6144	13548
312	6171	13546
313	6198	13541
314	6225	13537
315	6253	13535
316	6287	13547
317	6316	13546
318	6343	13543
319	6371	13538
320	6424	13589
321	6461	13606
322	6488	13600
323	6517	13598
324	6544	13592
325	6573	13589
326	6602	13588
327	6631	13586
328	6659	13583
329	6687	13576
330	6716	13574
331	6745	13572
332	6774	13568
333	6803	13565
334	6831	13560
335	6861	13560
336	6890	13556
337	6925	13564
338	6956	13563
339	6976	13542
340	6992	13512
341	7008	13483
342	7025	13456
343	7040	13426
344	7056	13396
345	7071	13366
346	7087	13338
347	7103	13309
348	7119	13280
349	7136	13252
350	7152	13224
351	7167	13194
352	7183	13166
353	7199	13137
354	7214	13108
355	7230	13079
356	7247	13052
357	7262	13023
358	7277	12994
359	7293	12966
360	7312	12943
361	7329	12917
362	7352	12902
363	7381	12897
364	7410	12891
365	7438	12884
366	7490	12918
367	7527	12927
368	7557	12922
369	7586	12918
370	7615	12911
371	7645	12906
372	7673	12898
373	7700	12889
374	7717	12863
375	7733	12834
376	7749	12806
377	7765	12777
378	7781	12749
379	7797	12721
380	7812	12693
381	7828	12665
382	7844	12637
383	7860	12609
384	7876	12581
385	7892	12554
386	7909	12527
387	7925	12501
388	7943	12476
389	7960	12451
390	7976	12423
391	7992	12396
392	8007	12368
393	8024	12342
394	8041	12316
395	8056	12288
396	8072	12261
397	8087	12233
398	8103	12205
399	8119	12179
400	8135	12151
401	8150	12124
402	8166	12098
403	8181	12070
404	8197	12042
405	8213	12016
406	8228	11989
407	8244	11962
408	8260	11936
409	8276	11909
410	8293	11884
411	8308	11858
412	8325	11832
413	8353	11824
414	8382	11815
415	8410	11807
416	8438	11797
417	8467	11789
418	8494	11779
419	8544	11799
420	8574	11792
421	8590	11765
422	8606	11739
423	8621	11712
424	8636	11685
425	8652	11658
426	8668	11632
427	8684	11606
428	8700	11580
429	8716	11554
430	8731	11526
431	8747	11501
432	8763	11475
433	8779	11449
434	8797	11426
435	8812	11399
436	8827	11372
437	8848	11353
438	8864	11327
439	8879	11300
440	8897	11278
441	8913	11253
442	8929	11227
443	8945	11201
444	8962	11177
445	8978	11152
446	8993	11126
447	9009	11101
448	9026	11077
449	9042	11051
450	9058	11026
451	9074	11001
452	9089	10975
453	9105	10950
454	9121	10925
455	9136	10899
456	9152	10874
457	9168	10850
458	9185	10825
459	9200	10801
460	9219	10778
461	9236	10756
462	9254	10733
463	9271	10709
464	9288	10686
465	9305	10662
466	9332	10651
467	9356	10636
468	9373	10612
469	9390	10588
470	9407	10566
471	9425	10543
472	9441	10519
473	9458	10496
474	9476	10473
475	9495	10453
476	9512	10430
477	9530	10408
478	9549	10386
479	9572	10370
480	9597	10355
481	9614	10332
482	9630	10308
483	9647	10285
484	9664	10262
485	9682	10239
486	9698	10216
487	9716	10193
488	9732	10170
489	9750	10148
490	9767	10125
491	9785	10103
492	9804	10082
493	9820	10059
494	9837	10036
495	9854	10013
496	9877	9996
497	9895	9975
498	9913	9953
499	9930	9930
500	9947	9907
501	9964	9885
502	9981	9862
503	9997	9839
504	10015	9817
505	10033	9795
506	10050	9773
507	10067	9750
508	10084	9728
509	10102	9705
510	10118	9682
511	10136	9661
512	10153	9638
513	10170	9616
514	10187	9593
515	10206	9573
516	10224	9551
517	10242	9530
518	10259	9508
519	10276	9485
520	10293	9463
521	10321	9451
522	10353	9443
523	10383	9432
524	10414	9422
525	10444	9412
526	10479	9405
527	10497	9383
528	10514	9361
529	10532	9340
530	10550	9318
531	10568	9296
532	10584	9273
533	10613	9261
534	10633	9242
535	10650	9219
536	10667	9197
537	10684	9174
538	10701	9152
539	10719	9131
540	10736	9109
541	10752	9086
542	10769	9063
543	10788	9043
544	10805	9021
545	10821	8998
546	10839	8976
547	10858	8956
548	10878	8936
549	10896	8915
550	10912	8892
551	10929	8870
552	10946	8848
553	10969	8830
554	10997	8817
555	11027	8806
556	11047	8786
557	11064	8764
558	11081	8742
559	11098	8719
560	11117	8699
561	11135	8678
562	11152	8656
563	11169	8634
564	11187	8613
565	11204	8591
566	11221	8569
567	11238	8547
568	11255	8525
569	11272	8503
570	11299	8489
571	11331	8479
572	11361	8466
573	11391	8454
574	11422	8442
575	11455	8432
576	11498	8429
577	11556	8437
578	11656	8475
579	11728	8492
580	11777	8493
581	11838	8502
582	11866	8487
583	11888	8468
584	11911	8450
585	11928	8427
586	11946	8405
587	11963	8382
588	11981	8360
589	11999	8338
590	12016	8315
591	12033	8293
592	12050	8271
593	12068	8248
594	12085	8226
595	12101	8203
596	12119	8181
597	12136	8158
598	12153	8135
599	12170	8113
600	12190	8092
601	12207	8070
602	12224	8048
603	12241	8026
604	12258	8003
605	12277	7982
606	12294	7960
607	12311	7937
608	12329	7915
609	12345	7893
610	12362	7870
611	12379	7848
612	12396	7826
613	12413	7803
614	12430	7781
615	12448	7760
616	12465	7738
617	12483	7716
618	12500	7694
619	12519	7673
620	12535	7650
621	12552	7628
622	12569	7606
623	12586	7583
624	12603	7561
625	12620	7539
626	12637	7517
627	12653	7495
628	12672	7474
629	12703	7460
630	12720	7438
631	12737	7417
632	12755	7395
633	12774	7374
634	12790	7352
635	12808	7330
636	12825	7308
637	12846	7288
638	12865	7268
639	12882	7246
640	12898	7224
641	12915	7202
642	12932	7180
643	12949	7158
644	12966	7136
645	12984	7115
646	13002	7093
647	13020	7072
648	13038	7051
649	13055	7030
650	13072	7008
651	13089	6986
652	13108	6965
653	13125	6943
654	13142	6922
655	13160	6901
656	13177	6879
657	13194	6857
658	13211	6836
659	13230	6815
660	13246	6793
661	13270	6775
662	13287	6753
663	13305	6732
664	13324	6712
665	13340	6690
666	13358	6669
667	13380	6650
668	13397	6628
669	13415	6607
670	13435	6587
671	13451	6565
672	13468	6544
673	13487	6523
674	13507	6503
675	13524	6482
676	13541	6460
677	13558	6439
678	13575	6418
679	13592	6396
680	13610	6375
681	13627	6354
682	13645	6333
683	13662	6312
684	13680	6290
685	13703	6272
686	13729	6255
687	13746	6233
688	13764	6213
689	13782	6191
690	13799	6170
691	13817	6150
692	13839	6131
693	13859	6110
694	13877	6090
695	13895	6069
696	13912	6047
697	13928	6026
698	13945	6005
699	13963	5984
700	13980	5963
701	13998	5942
702	14016	5921
703	14033	5900
704	14050	5879
705	14067	5858
706	14086	5837
707	14103	5816
708	14119	5795
709	14138	5774
710	14156	5754
711	14174	5733
712	14192	5712
713	14209	5691
714	14226	5670
715	14248	5651
716	14318	5651
717	14374	5645
718	14435	5641
719	14494	5636
720	14552	5631
721	14571	5610
722	14590	5589
723	14613	5570
724	14634	5551
725	14657	5531
726	14678	5512
727	14700	5492
728	14725	5474
729	14750	5455
730	14774	5436
731	14799	5418
732	14821	5398
733	14845	5380
734	14868	5360
735	14891	5341
736	14917	5323
737	14941	5304
738	14965	5285
739	14988	5266
740	15013	5247
741	15037	5228
742	15060	5209
743	15083	5190
744	15106	5170
745	15129	5151
746	15151	5131
747	15174	5112
748	15199	5093
749	15228	5076
750	15260	5059
751	15292	5043
752	15313	5023
753	15334	5003
754	15359	4984
755	15381	4964
756	15403	4944
757	15426	4925
758	15448	4905
759	15473	4886
760	15495	4866
761	15518	4846
762	15540	4827
763	15562	4807
764	15586	4787
765	15610	4768
766	15633	4749
767	15659	4730
768	15683	4711
769	15705	4691
770	15728	4671
771	15755	4653
772	15776	4632
773	15807	4615
774	15830	4596
775	15855	4576
776	15880	4557
777	15901	4537
778	15923	4517
779	15946	4497
780	15969	4478
781	15993	4458
782	16015	4438
783	16046	4420
784	16074	4402
785	16097	4382
786	16119	4362
787	16141	4342
788	16161	4322
789	16181	4301
790	16203	4281
791	16226	4261
792	16259	4244
793	16293	4227
794	16321	4208
795	16356	4191
796	16386	4173
797	16417	4155
798	16448	4137
799	16480	4120
800	16509	4101
801	16538	4083
802	16569	4064
803	16601	4047
804	16632	4028
805	16661	4010
806	16691	3991
807	16721	3973
808	16752	3955
809	16781	3936
810	16814	3918
811	16847	3900
812	16913	3890
813	16952	3873
814	16982	3855
815	17014	3836
816	17045	3818
817	17076	3799
818	17106	3780
819	17134	3761
820	17164	3742
821	17195	3723
822	17225	3704
823	17259	3686
824	17289	3667
825	17320	3648
826	17351	3629
827	17381	3610
828	17413	3591
829	17442	3572
830	17475	3553
831	17505	3534
832	17534	3515
833	17565	3496
834	17598	3477
835	17630	3458
836	17663	3439
837	17693	3420
838	17723	3401
839	17755	3382
840	17789	3363
841	17820	3343
842	17852	3324
843	17882	3305
844	17919	3286
845	17977	3272
846	18020	3255
847	18051	3235
848	18081	3215
849	18112	3196
850	18141	3176
851	18172	3156
852	18203	3137
853	18235	3117
854	18265	3097
855	18293	3077
856	18324	3057
857	18355	3037
858	18386	3018
859	18416	2997
860	18446	2978
861	18481	2958
862	18511	2938
863	18541	2918
864	18571	2898
865	18602	2878
866	18632	2858
867	18666	2838
868	18696	2818
869	18727	2798
870	18758	2778
871	18792	2758
872	18822	2738
873	18865	2719
874	18902	2700
875	18960	2683
876	19004	2665
877	19062	2648
878	19112	2630
879	19143	2610
880	19171	2589
881	19200	2568
882	19231	2548
883	19268	2528
884	19298	2507
885	19331	2487
886	19364	2466
887	19396	2446
888	19425	2425
889	19459	2405
890	19490	2384
891	19521	2363
892	19552	2342
893	19581	2321
894	19612	2300
895	19644	2280
896	19676	2259
897	19704	2238
898	19734	2217
899	19768	2196
900	19800	2175
901	19834	2154
902	19864	2133
903	19894	2112
904	19926	2091
905	19957	2070
906	19992	2049
907	20017	2028
908	20040	2006
909	20060	1984
910	20081	1961
911	20102	1939
912	20129	1918
913	20155	1896
914	20178	1874
915	20208	1853
916	20242	1832
917	20272	1810
918	20302	1789
919	20336	1768
920	20367	1747
921	20397	1725
922	20427	1704
923	20459	1682
924	20490	1661
925	20520	1639
926	20551	1618
927	20581	1596
928	20613	1575
929	20643	1553
930	20671	1532
931	20701	1510
932	20730	1488
933	20753	1466
934	20776	1444
935	20799	1422
936	20822	1400
937	20845	1377
938	20870	1355
939	20892	1333
940	20913	1311
941	20935	1289
942	20956	1266
943	20978	1244
944	21004	1222
945	21027	1200
946	21053	1178
947	21079	1156
948	21103	1134
949	21126	1111
950	21148	1089
951	21170	1067
952	21229	1046
953	21268	1025
954	21299	1003
955	21330	981
956	21359	959
957	21389	937
958	21423	915
959	21457	894
960	21487	872
961	21519	850
962	21550	828
963	21580	805
964	21611	783
965	21641	761
966	21671	739
967	21700	717
968	21731	695
969	21767	673
970	21795	650
971	21815	628
972	21834	605
973	21851	583
974	21867	560
975	21885	538
976	21902	515
977	21919	493
978	21938	470
979	21955	448
980	21972	425
981	21990	403
982	22009	380
983	22025	358
984	22043	335
985	22062	313
986	22079	290
987	22096	268
988	22113	245
989	22135	223
990	22153	201
991	22176	178
992	22206	156
993	22238	134
994	22304	112
995	22340	89
996	22368	67
997	22404	44
998	22433	22
999	22464	0
