iter	Logloss
160	0.1804357111
161	0.1802344703
162	0.179798206
163	0.1795010567
164	0.1793269945
165	0.1791124712
166	0.1788467701
167	0.1782479277
168	0.1780439518
169	0.1777498689
170	0.1775574107
171	0.1769839761
172	0.1767735914
173	0.1766848299
174	0.1764284112
175	0.1759913153
176	0.1756866564
177	0.1754907464
178	0.1753018038
179	0.1751678593
180	0.1747117828
181	0.1745345708
182	0.1743038713
183	0.1735404239
184	0.1734161513
185	0.1731512557
186	0.1729363041
187	0.1724928669
188	0.1724010914
189	0.171994421
190	0.1717710305
191	0.1714533111
192	0.1712592775
193	0.1711203272
194	0.1709909939
195	0.1707905394
196	0.1705829176
197	0.1704140587
198	0.1702672623
199	0.170109277
200	0.1695111844
201	0.1691596913
202	0.1689597601
203	0.1686228214
204	0.1682906538
205	0.1680574981
206	0.1679081853
207	0.1677796127
208	0.1676498663
209	0.1675349302
210	0.167382251
211	0.1672949099
212	0.167139997
213	0.1670112559
214	0.1669227418
215	0.1667336789
216	0.166590527
217	0.1664338767
218	0.166363745
219	0.1661878749
220	0.1658666422
221	0.1656768421
222	0.1654246778
223	0.1653499455
224	0.1650015804
225	0.164778357
226	0.164345168
227	0.1641654098
228	0.1640701967
229	0.1638600389
230	0.163732088
231	0.1636276102
232	0.1632808307
233	0.1631051963
234	0.1629935476
235	0.162848849
236	0.1627863025
237	0.1626020394
238	0.1625337109
239	0.1624124264
240	0.1621640833
241	0.162025394
242	0.1619085973
243	0.1617711202
244	0.1615182165
245	0.1613561253
246	0.1612210446
247	0.1610591908
248	0.1609177316
249	0.1606551954
250	0.1605404533
251	0.1604435427
252	0.1603120469
253	0.1600203839
254	0.1598197916
255	0.1596492214
256	0.1595642874
257	0.1594566118
258	0.1593576238
259	0.1592230182
260	0.1591306688
261	0.1590444289
262	0.1588508367
263	0.1586861474
264	0.1583371125
265	0.1579689964
266	0.1577450017
267	0.1575996129
268	0.1574387393
269	0.1571012467
270	0.1567978117
271	0.1566350237
272	0.156473709
273	0.1563532782
274	0.1561923139
275	0.1559867607
276	0.1559077738
277	0.155706813
278	0.1555575194
279	0.1554747845
280	0.1552789837
281	0.1551434517
282	0.1549873687
283	0.1548956707
284	0.1547389802
285	0.1546564184
286	0.154613006
287	0.1539377979
288	0.1537411103
289	0.1536477443
290	0.1535782839
291	0.1534890312
292	0.1533790214
293	0.1532503276
294	0.153057559
295	0.1529429228
296	0.1527655663
297	0.1525851847
298	0.1523008548
299	0.1520724482
300	0.151982056
301	0.1517777153
302	0.151493084
303	0.1513020699
304	0.1510820166
305	0.1509747564
306	0.150900354
307	0.1508278638
308	0.1506963843
309	0.1502299864
310	0.1500309472
311	0.1498546601
312	0.1497528376
313	0.1495968566
314	0.1492176567
315	0.1490822853
316	0.14882563
317	0.1486811946
318	0.1485717204
319	0.1483028479
320	0.1481775485
321	0.1480455512
322	0.1479103206
323	0.1477944684
324	0.1476641841
325	0.1474672182
326	0.1472248973
327	0.1471278871
328	0.1469671592
329	0.1468055318
330	0.1466858871
331	0.1465934685
332	0.1464679001
333	0.1462065554
334	0.1459507576
335	0.1458259461
336	0.1452535878
337	0.1451070178
338	0.1449267867
339	0.1447308469
340	0.1445462143
341	0.1444426034
342	0.1441970836
343	0.144054368
344	0.1439186631
345	0.1436752225
346	0.143583581
347	0.1434008936
348	0.1431544046
349	0.1430816127
350	0.1429344372
351	0.1428317836
352	0.1426524255
353	0.1425292757
354	0.1422985921
355	0.142223898
356	0.142099368
357	0.1419366714
358	0.1418160575
359	0.1417001685
360	0.1415351364
361	0.141443066
362	0.1413651217
363	0.1411583509
364	0.141102249
365	0.1409679203
366	0.1408796369
367	0.1407832453
368	0.1407074625
369	0.1404069285
370	0.1402761568
371	0.1401840722
372	0.1400759629
373	0.1399807315
374	0.1398382134
375	0.1397708899
376	0.1396705642
377	0.1395334091
378	0.1393777864
379	0.1392745176
380	0.1391707711
381	0.1390667346
382	0.1389416991
383	0.1388495578
384	0.1386686766
385	0.1384838769
386	0.138409336
387	0.1383496539
388	0.1382640228
389	0.1381833019
390	0.1380685507
391	0.1378937158
392	0.1375672612
393	0.1375209321
394	0.1374309586
395	0.1373465132
396	0.1372513187
397	0.137114733
398	0.1366180952
399	0.1364734986
400	0.1363655513
401	0.1363055116
402	0.1362052582
403	0.1357670864
404	0.1356148223
405	0.1354300901
406	0.1353388004
407	0.1351638956
408	0.1350584429
409	0.1349289375
410	0.1348195686
411	0.1347160106
412	0.1346345473
413	0.1345427777
414	0.1344727546
415	0.1343377646
416	0.134293288
417	0.1341826198
418	0.1341210055
419	0.1340056628
420	0.1337465663
421	0.1336281042
